results_dir,nav_csv,positions_csv,orders_csv,trades_csv,oos_metrics_available,start_date,end_date,observations,total_return,annualized_return,annualized_volatility,max_drawdown,sharpe_ratio,turnover_total,annualized_turnover,turnover_amount_total,turnover_amount_ratio,annualized_turnover_amount,turnover_quantity_total,annualized_turnover_quantity,trade_count,order_count,filled_order_count,rejected_order_count,order_status_counts,rejection_reason_counts,pending_intent_count,max_pending_intent_count,average_cash_weight,max_position_count,config_file,config_stem,variant,oos_start,raw_output_dir,strategy_names,original_run_name,replacement_asset_ids,original_start,configured_end
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_515080\r1_domestic_rolling_30y_bond_futures_single_515080_oos_20260624_213048_201171,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_515080\r1_domestic_rolling_30y_bond_futures_single_515080_oos_20260624_213048_201171\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_515080\r1_domestic_rolling_30y_bond_futures_single_515080_oos_20260624_213048_201171\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_515080\r1_domestic_rolling_30y_bond_futures_single_515080_oos_20260624_213048_201171\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_515080\r1_domestic_rolling_30y_bond_futures_single_515080_oos_20260624_213048_201171\trades.csv,False,2023-12-14,2026-06-10,600,0.4983654148276983,0.1851121506427624,0.0698140597358973,-0.052114320015118,2.6515024529877125,2634413.4022943093,0.4313268653711757,2634413.4022943093,1.026968727074228,0.4313268653711757,517800.0,108738.0,30,54,30,24,"{'FILLED': 30, 'REJECTED': 24}",{'insufficient_cash_or_lot': 24},0,4,0.059057107421582,4,configs\r1_domestic_rolling_30y_bond_futures.yaml,r1_domestic_rolling_30y_bond_futures,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_515080\r1_domestic_rolling_30y_bond_futures_single_515080_oos_20260624_213048_201171,['risk_parity'],r1_domestic_rolling_30y_bond_futures,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_563020\r1_domestic_rolling_30y_bond_futures_single_563020_oos_20260624_213048_501859,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_563020\r1_domestic_rolling_30y_bond_futures_single_563020_oos_20260624_213048_501859\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_563020\r1_domestic_rolling_30y_bond_futures_single_563020_oos_20260624_213048_501859\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_563020\r1_domestic_rolling_30y_bond_futures_single_563020_oos_20260624_213048_501859\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_563020\r1_domestic_rolling_30y_bond_futures_single_563020_oos_20260624_213048_501859\trades.csv,False,2023-12-14,2026-06-10,600,0.4948359778096409,0.1839388930535237,0.0702770874947258,-0.049494938747671,2.61733802026625,2647180.3420635783,0.4326606509097291,2647180.3420635783,1.0301444069279264,0.4326606509097291,615400.0,129234.0,35,38,35,3,"{'FILLED': 35, 'REJECTED': 3}",{'insufficient_cash_or_lot': 3},0,4,0.0584055734632471,4,configs\r1_domestic_rolling_30y_bond_futures.yaml,r1_domestic_rolling_30y_bond_futures,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r1_domestic_rolling_30y_bond_futures\single_563020\r1_domestic_rolling_30y_bond_futures_single_563020_oos_20260624_213048_501859,['risk_parity'],r1_domestic_rolling_30y_bond_futures,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213049_144287,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213049_144287\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213049_144287\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213049_144287\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213049_144287\trades.csv,False,2023-12-14,2026-06-10,600,0.4703074133711349,0.1757403467771932,0.0650387797617452,-0.0418999278403383,2.7020855468226475,4185555.961802554,0.6914677252287119,4185555.961802554,1.6463517267350285,0.6914677252287119,1127900.0,236859.0,70,172,70,102,"{'REJECTED': 102, 'FILLED': 70}","{'insufficient_cash_or_lot': 101, 'limit_down': 1}",0,4,0.0604012162675933,4,configs\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget.yaml,r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213049_144287,['risk_parity_cvar_dynamic_budget'],r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213049_555502,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213049_555502\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213049_555502\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213049_555502\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213049_555502\trades.csv,False,2023-12-14,2026-06-10,600,0.4487812725944602,0.1684797378854101,0.0655397212157753,-0.0428939420232099,2.5706508169408746,3624826.558982061,0.6014520120182534,3624826.558982061,1.4320286000434603,0.6014520120182534,1069100.0,224511.0,51,120,51,69,"{'REJECTED': 69, 'FILLED': 51}",{'insufficient_cash_or_lot': 69},0,4,0.0569045166631399,4,configs\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget.yaml,r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213049_555502,['risk_parity_cvar_dynamic_budget'],r2_global_dividend_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213050_427526,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213050_427526\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213050_427526\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213050_427526\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213050_427526\trades.csv,False,2023-12-14,2026-06-10,600,0.5568440642621435,0.204322910841368,0.0716029057748035,-0.0400461914197557,2.853556131981273,4372146.15402519,0.6975325005400606,4372146.15402519,1.6607916679525252,0.6975325005400606,1083500.0,227535.0,70,186,70,116,"{'REJECTED': 116, 'FILLED': 70}",{'insufficient_cash_or_lot': 116},0,5,0.0580834157411236,5,configs\r2_global_ewma_risk_parity_cvar_dynamic_budget.yaml,r2_global_ewma_risk_parity_cvar_dynamic_budget,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_515080\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213050_427526,['risk_parity_cvar_dynamic_budget'],r2_global_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213050_899716,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213050_899716\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213050_899716\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213050_899716\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213050_899716\trades.csv,False,2023-12-14,2026-06-10,600,0.5548543223033473,0.2036762077658214,0.0704014900362559,-0.0383198550111036,2.893066718629544,4103243.661560716,0.651910681600984,4103243.661560716,1.5521682895261524,0.651910681600984,1036400.0,217644.0,65,228,65,163,"{'REJECTED': 163, 'FILLED': 65}",{'insufficient_cash_or_lot': 163},5,5,0.056078437630684,5,configs\r2_global_ewma_risk_parity_cvar_dynamic_budget.yaml,r2_global_ewma_risk_parity_cvar_dynamic_budget,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r2_global_ewma_risk_parity_cvar_dynamic_budget\single_563020\r2_global_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213050_899716,['risk_parity_cvar_dynamic_budget'],r2_global_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_515080\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213051_934827,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_515080\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213051_934827\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_515080\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213051_934827\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_515080\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213051_934827\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_515080\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213051_934827\trades.csv,False,2023-12-14,2026-06-10,600,0.462329207483638,0.1730565932302261,0.0687493919629812,-0.046643491982618,2.517209073258568,4149854.155992821,0.7027130467297736,4149854.155992821,1.6731263017375562,0.7027130467297736,1265600.0,265776.0,87,234,87,147,"{'REJECTED': 147, 'FILLED': 87}","{'insufficient_cash_or_lot': 146, 'limit_down': 1}",7,7,0.0589111148871069,7,configs\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget.yaml,r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_515080\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213051_934827,['risk_parity_cvar_dynamic_budget'],r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:515080.SH'],2022-05-31,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_563020\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213052_514810,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_563020\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213052_514810\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_563020\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213052_514810\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_563020\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213052_514810\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_563020\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213052_514810\trades.csv,False,2023-12-14,2026-06-10,600,0.4362846444482551,0.1642359814514402,0.0663910510053163,-0.0484298760195915,2.4737668550884804,3869604.514984948,0.6573591098123529,3869604.514984948,1.5651407376484592,0.6573591098123529,1227200.0,257712.0,90,193,90,103,"{'REJECTED': 103, 'FILLED': 90}",{'insufficient_cash_or_lot': 103},7,7,0.0580910669962841,7,configs\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget.yaml,r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget\single_563020\r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213052_514810,['risk_parity_cvar_dynamic_budget'],r3_global_nasdaq_all_weather_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:563020.SH'],2022-05-31,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_515080\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213053_751177,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_515080\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213053_751177\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_515080\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213053_751177\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_515080\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213053_751177\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_515080\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213053_751177\trades.csv,False,2023-12-14,2026-06-10,600,0.4994943780488741,0.1854871028608624,0.0674191558593304,-0.0453116757067351,2.751252229379433,5333802.981798196,0.8734147416419424,5333802.981798196,2.079558908671292,0.8734147416419424,1364200.0,286482.0,163,334,163,171,"{'REJECTED': 171, 'FILLED': 163}",{'insufficient_cash_or_lot': 171},0,6,0.0604675473457075,6,configs\us_blend_ewma_risk_parity_cvar_dynamic_budget.yaml,us_blend_ewma_risk_parity_cvar_dynamic_budget,single_515080,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_515080\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_515080_oos_20260624_213053_751177,['risk_parity_cvar_dynamic_budget'],us_blend_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:515080.SH'],2019-02-28,2026-06-10
results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_563020\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213056_804534,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_563020\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213056_804534\nav.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_563020\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213056_804534\positions.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_563020\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213056_804534\orders.csv,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_563020\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213056_804534\trades.csv,False,2023-12-14,2026-06-10,600,0.4849263620124557,0.1806361187669878,0.0668877327350556,-0.0462112899487022,2.7005866603745265,5128214.729500789,0.8423502071185777,5128214.729500789,2.005595731234709,0.8423502071185777,1475400.0,309834.0,156,274,156,118,"{'FILLED': 156, 'REJECTED': 118}",{'insufficient_cash_or_lot': 118},1,6,0.061169812539867,6,configs\us_blend_ewma_risk_parity_cvar_dynamic_budget.yaml,us_blend_ewma_risk_parity_cvar_dynamic_budget,single_563020,2023-12-14,results\backtests\dividend_sleeve_oos_matrix\20260624_213021\us_blend_ewma_risk_parity_cvar_dynamic_budget\single_563020\us_blend_ewma_risk_parity_cvar_dynamic_budget_single_563020_oos_20260624_213056_804534,['risk_parity_cvar_dynamic_budget'],us_blend_ewma_risk_parity_cvar_dynamic_budget,['CN_ETF:563020.SH'],2019-02-28,2026-06-10
