trade_date,symbol,metric,value
2010-11-25,510880,dividend_yield,0.018222222222222223
2010-11-26,510880,dividend_yield,0.018303571428571426
2010-11-29,510880,dividend_yield,0.018468468468468467
2010-11-30,510880,dividend_yield,0.018687329079307202
2010-12-01,510880,dividend_yield,0.018636363636363635
2010-12-02,510880,dividend_yield,0.01852688657930411
2010-12-03,510880,dividend_yield,0.018560434585785424
2010-12-06,510880,dividend_yield,0.018501805054151624
2010-12-07,510880,dividend_yield,0.018393898609241812
2010-12-08,510880,dividend_yield,0.018594104308390022
2010-12-09,510880,dividend_yield,0.018798716185236132
2010-12-10,510880,dividend_yield,0.018704379562043794
2010-12-13,510880,dividend_yield,0.018157661647475645
2010-12-14,510880,dividend_yield,0.018157661647475645
2010-12-15,510880,dividend_yield,0.018206039076376558
2010-12-16,510880,dividend_yield,0.018222222222222223
2010-12-17,510880,dividend_yield,0.01826280623608018
2010-12-20,510880,dividend_yield,0.018602540834845735
2010-12-21,510880,dividend_yield,0.018197958277851752
2010-12-22,510880,dividend_yield,0.018352730528200537
2010-12-23,510880,dividend_yield,0.018328118015198926
2010-12-24,510880,dividend_yield,0.01851851851851852
2010-12-27,510880,dividend_yield,0.018798716185236132
2010-12-28,510880,dividend_yield,0.019034354688950792
2010-12-29,510880,dividend_yield,0.019060901906090194
2010-12-30,510880,dividend_yield,0.019034354688950792
2010-12-31,510880,dividend_yield,0.018824609733700644
2011-01-04,510880,dividend_yield,0.018468468468468467
2011-01-05,510880,dividend_yield,0.018468468468468467
2011-01-06,510880,dividend_yield,0.0185856754306437
2011-01-07,510880,dividend_yield,0.018451845184518454
2011-01-10,510880,dividend_yield,0.018704379562043794
2011-01-11,510880,dividend_yield,0.018552036199095023
2011-01-12,510880,dividend_yield,0.018468468468468467
2011-01-13,510880,dividend_yield,0.01846015308419631
2011-01-14,510880,dividend_yield,0.01861098502042669
2011-01-17,510880,dividend_yield,0.019158878504672898
2011-01-18,510880,dividend_yield,0.019239793524167062
2011-01-19,510880,dividend_yield,0.018902720147533424
2011-01-20,510880,dividend_yield,0.019431279620853083
2011-01-21,510880,dividend_yield,0.019194756554307114
2011-01-24,510880,dividend_yield,0.019275975552421252
2011-01-25,510880,dividend_yield,0.019339622641509433
2011-01-26,510880,dividend_yield,0.01926691729323308
2011-01-27,510880,dividend_yield,0.018955154877484975
2011-01-28,510880,dividend_yield,0.018902720147533424
2011-01-31,510880,dividend_yield,0.01875571820677036
2011-02-01,510880,dividend_yield,0.018712916476494753
2011-02-09,510880,dividend_yield,0.018894009216589864
2011-02-10,510880,dividend_yield,0.018653321201091904
2011-02-11,510880,dividend_yield,0.018636363636363635
2011-02-14,510880,dividend_yield,0.01795882610600088
2011-02-15,510880,dividend_yield,0.017998244073748903
2011-02-16,510880,dividend_yield,0.017888307155322865
2011-02-17,510880,dividend_yield,0.017919580419580423
2011-02-18,510880,dividend_yield,0.018061674008810574
2011-02-21,510880,dividend_yield,0.017787418655097614
2011-02-22,510880,dividend_yield,0.01827909050378957
2011-02-23,510880,dividend_yield,0.01827909050378957
2011-02-24,510880,dividend_yield,0.018165706690296855
2011-02-25,510880,dividend_yield,0.018109540636042407
2011-02-28,510880,dividend_yield,0.017943107221006564
2011-03-01,510880,dividend_yield,0.01786492374727669
2011-03-02,510880,dividend_yield,0.017974572555896535
2011-03-03,510880,dividend_yield,0.01790393013100437
2011-03-04,510880,dividend_yield,0.01764959104606113
2011-03-07,510880,dividend_yield,0.01720520352496853
2011-03-08,510880,dividend_yield,0.017226890756302522
2011-03-09,510880,dividend_yield,0.017306880540312368
2011-03-10,510880,dividend_yield,0.01759656652360515
2011-03-11,510880,dividend_yield,0.017764298093587524
2011-03-14,510880,dividend_yield,0.01774891774891775
2011-03-15,510880,dividend_yield,0.018061674008810574
2011-03-16,510880,dividend_yield,0.017810599478714162
2011-03-17,510880,dividend_yield,0.01798245614035088
2011-03-18,510880,dividend_yield,0.01793525809273841
2011-03-21,510880,dividend_yield,0.01803783545974483
2011-03-22,510880,dividend_yield,0.01790393013100437
2011-03-23,510880,dividend_yield,0.017710583153347732
2011-03-24,510880,dividend_yield,0.017710583153347732
2011-03-25,510880,dividend_yield,0.017469109501491265
2011-03-28,510880,dividend_yield,0.017528858486532708
2011-03-29,510880,dividend_yield,0.0175513698630137
2011-03-30,510880,dividend_yield,0.01759656652360515
2011-03-31,510880,dividend_yield,0.017741237559498056
2011-04-01,510880,dividend_yield,0.017484008528784647
2011-04-06,510880,dividend_yield,0.017161992465466725
2011-04-07,510880,dividend_yield,0.01717637201508169
2011-04-08,510880,dividend_yield,0.017083333333333336
2011-04-11,510880,dividend_yield,0.01709045435598166
2011-04-12,510880,dividend_yield,0.017076218242399
2011-04-13,510880,dividend_yield,0.01697019867549669
2011-04-14,510880,dividend_yield,0.016977225672877846
2011-04-15,510880,dividend_yield,0.01692117210070161
2011-04-18,510880,dividend_yield,0.016872427983539093
2011-04-19,510880,dividend_yield,0.017226890756302522
2011-04-20,510880,dividend_yield,0.01726315789473684
2011-04-21,510880,dividend_yield,0.017097581317764805
2011-04-22,510880,dividend_yield,0.017219655606887863
2011-04-25,510880,dividend_yield,0.017506404782237403
2011-04-26,510880,dividend_yield,0.0176268271711092
2011-04-27,510880,dividend_yield,0.01765719207579673
2011-04-28,510880,dividend_yield,0.01779513888888889
2011-04-29,510880,dividend_yield,0.01765719207579673
2011-05-03,510880,dividend_yield,0.017604121940747102
2011-05-04,510880,dividend_yield,0.01802990325417766
2011-05-05,510880,dividend_yield,0.01803783545974483
2011-05-06,510880,dividend_yield,0.018061674008810574
2011-05-09,510880,dividend_yield,0.018021978021978025
2011-05-10,510880,dividend_yield,0.017919580419580423
2011-05-11,510880,dividend_yield,0.01798245614035088
2011-05-12,510880,dividend_yield,0.018157661647475645
2011-05-13,510880,dividend_yield,0.018021978021978025
2011-05-16,510880,dividend_yield,0.01823032458870609
2011-05-17,510880,dividend_yield,0.01813356921716055
2011-05-18,510880,dividend_yield,0.01805372082782915
2011-05-19,510880,dividend_yield,0.018157661647475645
2011-05-20,510880,dividend_yield,0.018206039076376558
2011-05-23,510880,dividend_yield,0.018721461187214614
2011-05-24,510880,dividend_yield,0.018807339449541285
2011-05-25,510880,dividend_yield,0.01898148148148148
2011-05-26,510880,dividend_yield,0.01892016612828796
2011-05-27,510880,dividend_yield,0.018999073215940687
2011-05-30,510880,dividend_yield,0.018972697825080983
2011-05-31,510880,dividend_yield,0.01874714220393233
2011-06-01,510880,dividend_yield,0.018798716185236132
2011-06-02,510880,dividend_yield,0.01907864122847836
2011-06-03,510880,dividend_yield,0.018937644341801386
2011-06-07,510880,dividend_yield,0.018902720147533424
2011-06-08,510880,dividend_yield,0.01892016612828796
2011-06-09,510880,dividend_yield,0.019140989729225025
2011-06-10,510880,dividend_yield,0.01907864122847836
2011-06-13,510880,dividend_yield,0.019132057862809148
2011-06-14,510880,dividend_yield,0.019016697588126158
2011-06-15,510880,dividend_yield,0.01907864122847836
2011-06-16,510880,dividend_yield,0.019294117647058823
2011-06-17,510880,dividend_yield,0.019431279620853083
2011-06-20,510880,dividend_yield,0.019495958155016643
2011-06-21,510880,dividend_yield,0.019376181474480152
2011-06-22,510880,dividend_yield,0.019367028814359945
2011-06-23,510880,dividend_yield,0.019096413600372616
2011-06-24,510880,dividend_yield,0.018602540834845735
2011-06-27,510880,dividend_yield,0.018661811561219845
2011-06-28,510880,dividend_yield,0.018653321201091904
2011-06-29,510880,dividend_yield,0.018824609733700644
2011-06-30,510880,dividend_yield,0.018678815489749433
2011-07-01,510880,dividend_yield,0.01867030965391621
2011-07-04,510880,dividend_yield,0.01831174631531934
2011-07-05,510880,dividend_yield,0.018328118015198926
2011-07-06,510880,dividend_yield,0.018402154398563735
2011-07-07,510880,dividend_yield,0.018402154398563735
2011-07-08,510880,dividend_yield,0.018418688230008987
2011-07-11,510880,dividend_yield,0.018451845184518454
2011-07-12,510880,dividend_yield,0.018790100824931256
2011-07-13,510880,dividend_yield,0.01857725419120979
2011-07-14,510880,dividend_yield,0.01851015801354402
2011-07-15,510880,dividend_yield,0.00945945945945946
2011-07-18,510880,dividend_yield,0.009472259810554804
2011-07-19,510880,dividend_yield,0.009545454545454544
2011-07-20,510880,dividend_yield,0.009575923392612859
2011-07-21,510880,dividend_yield,0.00963302752293578
2011-07-22,510880,dividend_yield,0.00964630225080386
2011-07-25,510880,dividend_yield,0.00990566037735849
2011-07-26,510880,dividend_yield,0.00992438563327032
2011-07-27,510880,dividend_yield,0.00988235294117647
2011-07-28,510880,dividend_yield,0.009943181818181818
2011-07-29,510880,dividend_yield,0.00991501416430595
2011-08-01,510880,dividend_yield,0.00988235294117647
2011-08-02,510880,dividend_yield,0.00995260663507109
2011-08-03,510880,dividend_yield,0.009985734664764621
2011-08-04,510880,dividend_yield,0.009966777408637873
2011-08-05,510880,dividend_yield,0.010189228529839884
2011-08-08,510880,dividend_yield,0.010563380281690142
2011-08-09,510880,dividend_yield,0.010558069381598794
2011-08-10,510880,dividend_yield,0.01046337817638266
2011-08-11,510880,dividend_yield,0.01033464566929134
2011-08-12,510880,dividend_yield,0.010304219823356234
2011-08-15,510880,dividend_yield,0.010164569215876091
2011-08-16,510880,dividend_yield,0.010209042294603793
2011-08-17,510880,dividend_yield,0.010199125789218067
2011-08-18,510880,dividend_yield,0.010324483775811211
2011-08-19,510880,dividend_yield,0.010458167330677292
2011-08-22,510880,dividend_yield,0.010526315789473684
2011-08-23,510880,dividend_yield,0.010375494071146246
2011-08-24,510880,dividend_yield,0.010411502231036193
2011-08-25,510880,dividend_yield,0.010071942446043166
2011-08-26,510880,dividend_yield,0.0101010101010101
2011-08-29,510880,dividend_yield,0.010248901903367497
2011-08-30,510880,dividend_yield,0.010258915486077186
2011-08-31,510880,dividend_yield,0.010258915486077186
2011-09-01,510880,dividend_yield,0.0102890739833415
2011-09-02,510880,dividend_yield,0.010401188707280832
2011-09-05,510880,dividend_yield,0.010606060606060607
2011-09-06,510880,dividend_yield,0.010681586978636828
2011-09-07,510880,dividend_yield,0.010447761194029853
2011-09-08,510880,dividend_yield,0.0105
2011-09-09,510880,dividend_yield,0.010484273589615577
2011-09-13,510880,dividend_yield,0.01053159478435306
2011-09-14,510880,dividend_yield,0.0105
2011-09-15,510880,dividend_yield,0.010505252626313157
2011-09-16,510880,dividend_yield,0.010505252626313157
2011-09-19,510880,dividend_yield,0.010670731707317074
2011-09-20,510880,dividend_yield,0.010611419909044972
2011-09-21,510880,dividend_yield,0.010355029585798817
2011-09-22,510880,dividend_yield,0.0106544901065449
2011-09-23,510880,dividend_yield,0.010687022900763359
2011-09-26,510880,dividend_yield,0.01084710743801653
2011-09-27,510880,dividend_yield,0.010763710917478216
2011-09-28,510880,dividend_yield,0.01079136690647482
2011-09-29,510880,dividend_yield,0.01084710743801653
2011-09-30,510880,dividend_yield,0.010841507485802789
2011-10-10,510880,dividend_yield,0.010897768552153606
2011-10-11,510880,dividend_yield,0.010966057441253264
2011-10-12,510880,dividend_yield,0.010670731707317074
2011-10-13,510880,dividend_yield,0.010643689812468323
2011-10-14,510880,dividend_yield,0.010643689812468323
2011-10-17,510880,dividend_yield,0.010638297872340427
2011-10-18,510880,dividend_yield,0.010869565217391306
2011-10-19,510880,dividend_yield,0.010841507485802789
2011-10-20,510880,dividend_yield,0.011099365750528542
2011-10-21,510880,dividend_yield,0.011041009463722398
2011-10-24,510880,dividend_yield,0.01842105263157895
2011-10-25,510880,dividend_yield,0.018097207859358845
2011-10-26,510880,dividend_yield,0.01803194229778465
2011-10-27,510880,dividend_yield,0.017967145790554417
2011-10-28,510880,dividend_yield,0.01771255060728745
2011-10-31,510880,dividend_yield,0.017820773930753566
2011-11-01,510880,dividend_yield,0.017811704834605598
2011-11-02,510880,dividend_yield,0.017579105976896034
2011-11-03,510880,dividend_yield,0.01753507014028056
2011-11-04,510880,dividend_yield,0.017473789316025962
2011-11-07,510880,dividend_yield,0.017570281124497995
2011-11-08,510880,dividend_yield,0.017517517517517518
2011-11-09,510880,dividend_yield,0.01742160278745645
2011-11-10,510880,dividend_yield,0.01769464105156724
2011-11-11,510880,dividend_yield,0.017739483020780537
2011-11-14,510880,dividend_yield,0.0174042764793635
2011-11-15,510880,dividend_yield,0.017473789316025962
2011-11-16,510880,dividend_yield,0.01792114695340502
2011-11-17,510880,dividend_yield,0.017893660531697345
2011-11-18,510880,dividend_yield,0.018229166666666668
2011-11-21,510880,dividend_yield,0.018229166666666668
2011-11-22,510880,dividend_yield,0.018257694314032343
2011-11-23,510880,dividend_yield,0.018401682439537333
2011-11-24,510880,dividend_yield,0.01845991561181435
2011-11-25,510880,dividend_yield,0.01850872554204125
2011-11-28,510880,dividend_yield,0.018469656992084433
2011-11-29,510880,dividend_yield,0.018229166666666668
2011-11-30,510880,dividend_yield,0.01881720430107527
2011-12-01,510880,dividend_yield,0.01845991561181435
2011-12-02,510880,dividend_yield,0.01865671641791045
2011-12-05,510880,dividend_yield,0.01883745963401507
2011-12-06,510880,dividend_yield,0.018766756032171584
2011-12-07,510880,dividend_yield,0.018766756032171584
2011-12-08,510880,dividend_yield,0.018766756032171584
2011-12-09,510880,dividend_yield,0.01883745963401507
2011-12-12,510880,dividend_yield,0.01899077590884428
2011-12-13,510880,dividend_yield,0.019241341396371636
2011-12-14,510880,dividend_yield,0.01935840707964602
2011-12-15,510880,dividend_yield,0.019707207207207207
2011-12-16,510880,dividend_yield,0.01942286348501665
2011-12-19,510880,dividend_yield,0.019553072625698324
2011-12-20,510880,dividend_yield,0.019607843137254905
2011-12-21,510880,dividend_yield,0.01986379114642452
2011-12-22,510880,dividend_yield,0.0198300283286119
2011-12-23,510880,dividend_yield,0.019673974142776843
2011-12-26,510880,dividend_yield,0.01979638009049774
2011-12-27,510880,dividend_yield,0.01986379114642452
2011-12-28,510880,dividend_yield,0.01988636363636364
2011-12-29,510880,dividend_yield,0.01985252410663642
2011-12-30,510880,dividend_yield,0.019707207207207207
2012-01-04,510880,dividend_yield,0.019908987485779295
2012-01-05,510880,dividend_yield,0.019977168949771692
2012-01-06,510880,dividend_yield,0.0198300283286119
2012-01-09,510880,dividend_yield,0.019283746556473833
2012-01-10,510880,dividend_yield,0.01881720430107527
2012-01-11,510880,dividend_yield,0.01894964807796427
2012-01-12,510880,dividend_yield,0.018888289260658393
2012-01-13,510880,dividend_yield,0.01910480349344978
2012-01-16,510880,dividend_yield,0.019283746556473833
2012-01-17,510880,dividend_yield,0.018557794273594913
2012-01-18,510880,dividend_yield,0.01880709296077378
2012-01-19,510880,dividend_yield,0.018489170628631802
2012-01-20,510880,dividend_yield,0.01828631138975967
2012-01-30,510880,dividend_yield,0.018607123870281767
2012-01-31,510880,dividend_yield,0.018577494692144376
2012-02-01,510880,dividend_yield,0.01881720430107527
2012-02-02,510880,dividend_yield,0.018469656992084433
2012-02-03,510880,dividend_yield,0.01834381551362684
2012-02-06,510880,dividend_yield,0.018363064008394547
2012-02-07,510880,dividend_yield,0.018666666666666668
2012-02-08,510880,dividend_yield,0.018257694314032343
2012-02-09,510880,dividend_yield,0.018257694314032343
2012-02-10,510880,dividend_yield,0.018324607329842934
2012-02-13,510880,dividend_yield,0.018392012611665794
2012-02-14,510880,dividend_yield,0.01842105263157895
2012-02-15,510880,dividend_yield,0.018324607329842934
2012-02-16,510880,dividend_yield,0.018324607329842934
2012-02-17,510880,dividend_yield,0.018315018315018316
2012-02-20,510880,dividend_yield,0.018334206390780514
2012-02-21,510880,dividend_yield,0.018210197710718006
2012-02-22,510880,dividend_yield,0.01803194229778465
2012-02-23,510880,dividend_yield,0.018022657054582905
2012-02-24,510880,dividend_yield,0.01775748351090817
2012-02-27,510880,dividend_yield,0.017650025214321737
2012-02-28,510880,dividend_yield,0.017587939698492466
2012-02-29,510880,dividend_yield,0.017848036715961246
2012-03-01,510880,dividend_yield,0.01777552056881666
2012-03-02,510880,dividend_yield,0.017587939698492466
2012-03-05,510880,dividend_yield,0.01767676767676768
2012-03-06,510880,dividend_yield,0.01793951819579703
2012-03-07,510880,dividend_yield,0.018087855297157625
2012-03-08,510880,dividend_yield,0.01793032786885246
2012-03-09,510880,dividend_yield,0.017811704834605598
2012-03-12,510880,dividend_yield,0.01790281329923274
2012-03-13,510880,dividend_yield,0.01774847870182556
2012-03-14,510880,dividend_yield,0.018134715025906738
2012-03-15,510880,dividend_yield,0.01829587036069002
2012-03-16,510880,dividend_yield,0.018134715025906738
2012-03-19,510880,dividend_yield,0.01810657009829281
2012-03-20,510880,dividend_yield,0.018248175182481754
2012-03-21,510880,dividend_yield,0.01829587036069002
