trade_date,net_value,w_518880,w_510300,w_159985,w_159981,w_511260
2020-04-08,0.98928037448557,0.14948453463670924,0.07745892356542523,0.1411363954996349,0.06575856959019,0.5661615767080406
2020-04-09,0.990638703078335,0.14964856321115888,0.07755754850310186,0.1410865469433596,0.06690432103646268,0.564803020305917
2020-04-10,0.9914318060624763,0.15038915374671946,0.07727222941869773,0.14111724147097005,0.06742710044882545,0.5637942749147874
2020-04-13,0.9883909079322886,0.15081075040064887,0.07711803052652637,0.14054340910752142,0.0655700010342897,0.5659578089310136
2020-04-14,0.9906450275120329,0.1521895671970892,0.07809706646016003,0.14022361579965117,0.06500883287439102,0.5644809176687086
2020-04-15,0.991496580186118,0.15164921697064848,0.07762067907041897,0.14024673226601322,0.06577623159041762,0.5647071401025017
2020-04-16,0.9908150907353237,0.1529013069575277,0.0777113029989286,0.138188488769581,0.06458577569691466,0.5666131255770481
2020-04-17,0.9889056917323165,0.1506911730445518,0.07849558190938159,0.1383113814491881,0.06528825134769617,0.5672136122491823
2020-04-20,0.9849276702459514,0.15055752706884482,0.07911228523264295,0.13742494957947665,0.06513758266222704,0.5677676554568085
2020-04-21,0.9839952624505837,0.15206231308267848,0.07843737067373845,0.1374105271542642,0.06378914221492259,0.5683006468743962
2020-04-22,0.9852439758662381,0.15145734595406243,0.07897454746436006,0.1386809643103708,0.06188569085737994,0.5690014514138267
2020-04-23,0.9932406860398415,0.15289593613406868,0.07820870574557835,0.1379943146284483,0.06377062154133978,0.567130421950565
2020-04-24,0.9942323798362904,0.15396897295763495,0.07753697022997266,0.13728405927016812,0.06329653040996633,0.567913467132258
2020-04-27,0.9932268080361086,0.1529798580373428,0.07793120746215235,0.13828283933196112,0.062456636037322405,0.5683494591312214
2020-04-28,0.9918742002796004,0.15208286447436906,0.07848383494205009,0.13646250238672034,0.06320014226884245,0.569770655928018
2020-04-29,0.9939103284619412,0.15254773531925267,0.07869425198453177,0.13561014589934442,0.06397402618978627,0.5691738406070849
2020-04-30,0.995694559548202,0.15280466646883759,0.0796092583964236,0.13565302606411048,0.06500705368920312,0.5669259953814252
2020-05-06,0.996667275214102,0.15245177590445802,0.07971664853540399,0.13666306195095015,0.06584446598726561,0.5653240476219222
2020-05-07,0.992624021156309,0.15233624063664278,0.07991127013587931,0.13707634611362604,0.0657015217135869,0.5649746214002649
2020-05-08,0.9941984338590115,0.15397423008446168,0.08056401528321407,0.1368592720032559,0.06592587466089807,0.5626766079681703
2020-05-11,0.9899762483897602,0.15401551471519087,0.080777179617227,0.1365803552868671,0.06628949392492763,0.5623374564557875
2020-05-12,0.9910127056209022,0.15352656349776486,0.0806740840339458,0.1364375118136542,0.06605543783904474,0.5633064028155905
2020-05-13,0.9900389913139177,0.1541288274309896,0.08092112074761902,0.13599666088156054,0.0663677372757402,0.5625856536640906
2020-05-14,0.9888328584027094,0.15530261425083242,0.0804042008033681,0.134579257975281,0.06669632446196237,0.5630176025085561
2020-05-15,0.9926599790725995,0.1568724119881209,0.07974112535789024,0.13434715868640382,0.06717922254529339,0.5618600814222916
2020-05-18,0.9963531976128397,0.16008202180942155,0.07966771955082076,0.13599189869612882,0.06693020688416274,0.5573281530594661
2020-05-19,0.9949732742774429,0.15777313719122704,0.08031587428114836,0.135894411665303,0.06718710311498723,0.5588294737473344
2020-05-20,0.9996771954185986,0.15869653054297847,0.07964270638447325,0.13610921056146166,0.06834064961682254,0.5572109028942641
2020-05-21,0.9967198221907897,0.15770041930443707,0.07939781584161273,0.135656284464614,0.06813396463685915,0.559111515752477
2020-05-22,0.9970246925112574,0.15744851264293733,0.07778236641932916,0.13675682286863522,0.06647579575482743,0.5615365023142708
2020-05-25,0.9972579881597601,0.15712658728884896,0.0778011655611819,0.13800930163970915,0.06744241570195061,0.5596205298083095
2020-05-26,0.9969848714930337,0.15790292628412667,0.0786736041566456,0.1383326245248944,0.067379021041871,0.5577118239924623
2020-05-27,0.9962984540886224,0.15634028172868317,0.07839452914083118,0.13999935253203477,0.06717966375002192,0.5580861728484289
2020-05-28,0.9980543018525815,0.15720469619659372,0.07834902645263414,0.1381843990144104,0.06755217026170436,0.5587097080746574
2020-05-29,0.9965343530859119,0.15748522729931325,0.07876470460847111,0.13896645331473,0.06708185399582696,0.5577017607816587
2020-06-01,0.9982245010418709,0.15847990972489295,0.08051627850355339,0.1380182574652302,0.06786772586495704,0.5551178284413664
2020-06-02,0.9961105024367416,0.15853082348384082,0.08089086310087347,0.13802540026620497,0.06792981647925658,0.5546230966698241
2020-06-03,0.9953781597782944,0.15721930786244168,0.08093184540325485,0.13912787144685138,0.06863581270182502,0.554085162585627
2020-06-04,0.9931275586626229,0.1562259980519959,0.08115240033766018,0.14116291078620605,0.0679694735134308,0.5534892173107071
2020-06-05,0.9942208483023935,0.15593164931022088,0.08148990740666853,0.14129399175985105,0.06887990267813418,0.5524045488451254
2020-06-08,0.9942229311066424,0.15454236142972652,0.08184226515311054,0.13971899398564783,0.0696186354079015,0.5542777440236135
2020-06-09,0.9944374044787149,0.1544681878136476,0.08232546743234682,0.1401182318577083,0.06902906235434224,0.554059050541955
2020-06-10,0.9954626298510724,0.15590033737891162,0.08207390135694721,0.13997392431453928,0.06871198381105345,0.5533398531385484
2020-06-11,0.9973454061585381,0.15699064333042723,0.08123460976473652,0.13871073763215294,0.06833674892526224,0.5547272603474211
2020-06-12,0.9993390454375128,0.15663681095345783,0.08125714155838452,0.14014307747692578,0.06787371139241628,0.5540892586188155
2020-06-15,0.9974313946621052,0.1565291848696931,0.08035836757486084,0.13912686203981414,0.06734885726903855,0.5566367282465934
2020-06-16,0.9961841467222452,0.15656207790054769,0.08160706958891328,0.14044403541098252,0.06817060213360183,0.5532162149659546
2020-06-17,0.9953929923746481,0.1567681235166128,0.08174606147750192,0.1399837168597241,0.06830678616754628,0.5531953119786149
2020-06-18,0.995073699847691,0.15657352497486834,0.08234697784943995,0.14002863388918216,0.06857478575473308,0.5524760775317765
2020-06-19,0.9963088624399613,0.15670554489251956,0.08320768385906974,0.1394264700120071,0.06873554763321969,0.5519247536031839
2020-06-22,0.998980374460514,0.157994081438981,0.08305902972388322,0.1397659751512377,0.06863343884355382,0.5505474748423443
2020-06-23,0.9959483199702586,0.158311952828722,0.08366381148910539,0.13976275708817398,0.06876043053487546,0.5495010480591233
2020-06-24,1.000406258467974,0.1587432749636604,0.08395481501633847,0.13928222622488412,0.06845402524421851,0.5495656585508985
2020-06-29,0.9984410765535361,0.1590557214568216,0.08345493234563962,0.13884361891991223,0.06777125382016447,0.5508744734574621
2020-06-30,0.999792495483047,0.1590032228377789,0.08426466484343402,0.13894065854591883,0.06816948808911658,0.5496219656837517
2020-07-01,1.0071583243653142,0.1588485345374169,0.08537008523759024,0.14159873803614917,0.06807614729258495,0.5461064948962586
2020-07-02,1.0092208762002377,0.1570750852698404,0.08698689681023944,0.14187346088321978,0.06834140661076467,0.5457231504259356
2020-07-03,1.0110677671524444,0.157270214632137,0.08841531595403962,0.14161430435605502,0.06853948782766937,0.5441606772300991
2020-07-06,1.0133596109135403,0.15639348330205624,0.09416797824076414,0.1424176358388739,0.06902885361207116,0.5379920490062347
2020-07-07,1.0091022212736345,0.15741555038867014,0.09368780548641936,0.1421722307832638,0.06875387708187958,0.5379705362597671
2020-07-08,1.008918797146105,0.15812853379112188,0.09483843817285183,0.14163379998631717,0.06908998319874288,0.5363092448509662
2020-07-09,1.010692774807681,0.1588958235663707,0.09602260846972138,0.14166684681145408,0.06896871579692876,0.534446005355525
2020-07-10,1.0090237577081667,0.15803157982668034,0.09459090730267998,0.1426064509032905,0.06811207787828336,0.5366589840890658
2020-07-13,1.0101283679060424,0.15838147799396493,0.09631366658200569,0.1409005992407429,0.06924966614207857,0.5351545900412079
2020-07-14,1.0113689152078207,0.15802657001008152,0.09541122622769146,0.14044631472003594,0.06948754686900416,0.5366283421731868
2020-07-15,1.0125917327452145,0.15803628895489547,0.09423938859531092,0.14041726794491147,0.0694036329003294,0.5379034216045526
2020-07-16,1.009977591411773,0.15792254765493832,0.09031895758714062,0.1417671636674435,0.06942163783033953,0.540569693260138
2020-07-17,1.0087160888392017,0.15719395450963441,0.09132800038678156,0.14250884947908324,0.06918478517462247,0.5397844104498783
2020-07-20,1.011554926029819,0.15759599267840976,0.09329651581452551,0.14295312266744953,0.06842578882646669,0.5377285800131486
2020-07-21,1.013612906555558,0.15831784737267435,0.09332548237477636,0.1426628789850334,0.06877002284885522,0.5369237684186607
2020-07-22,1.0222686498316444,0.16063259572144545,0.09349166809948792,0.14201183438316745,0.06818773397306085,0.5356761678228383
2020-07-23,1.0248948359267316,0.16113246382572274,0.09278413503430127,0.14289777867179915,0.06825193159928933,0.5349336908688874
2020-07-24,1.0253275682303542,0.16276779685988899,0.08893082775298758,0.14519727237315228,0.067506664113549,0.5355974389004221
2020-07-27,1.0306299637656746,0.16563480613609866,0.08897445924589782,0.14514074878167907,0.06715935514041163,0.5330906306959128
2020-07-28,1.0255981587669443,0.1662494358092692,0.09004051523910567,0.1416895814848721,0.06772761110727453,0.5342928563594785
2020-07-29,1.028567979518615,0.16608531962753129,0.0921479034375059,0.14197234918534726,0.06784948326039404,0.5319449444892216
2020-07-30,1.0248264018460715,0.16542346667860638,0.09185432747540329,0.1417962824001974,0.06809719751834387,0.5328287259274491
2020-07-31,1.0255389533204142,0.1669719117458011,0.09243805853464539,0.14225289462130847,0.06781111160034314,0.5305260234979018
2020-08-03,1.0268749799692214,0.16612182610670256,0.09366510261496404,0.14234502046764558,0.06764339827559765,0.5302246525350902
2020-08-04,1.02709501079832,0.16632350448690605,0.09371687830587194,0.14148308808782445,0.06826466668672619,0.5302118624326715
2020-08-05,1.0310647312417076,0.1701738379402379,0.09339183961960183,0.13941992671827363,0.06816016760918817,0.5288542281126984
2020-08-06,1.031742732428476,0.17136109440848582,0.09300863874630122,0.1385006151495555,0.0684318244630553,0.5286978272326021
2020-08-07,1.0313863648512622,0.1724047987820247,0.09218226762702582,0.13841047379530366,0.06877202630658075,0.5282304334890651
2020-08-10,1.0309257429358825,0.17133930527957472,0.09250975215341806,0.13805814174618686,0.06911945245648272,0.5289733483643375
2020-08-11,1.0255913414878421,0.1684286685175284,0.09214555049138858,0.13835989397602874,0.06995648165259315,0.5311094053624611
2020-08-12,1.0129727545831313,0.1599415314805642,0.09271066393810569,0.13980243125549227,0.07066677283309639,0.5368786004927415
2020-08-13,1.018215236850277,0.16171083927405513,0.09196157072179982,0.14062022774775793,0.07022276801771207,0.5354845942386751
2020-08-14,1.0218522597421782,0.16248667654576213,0.09327703025154253,0.14081614596631498,0.06965331732805849,0.5337668299083218
2020-08-17,1.0264593033708107,0.16337971191575604,0.09463754771818675,0.14060009935802734,0.06957925070199371,0.5318033903060362
2020-08-18,1.0309165748208087,0.16645550762180591,0.0941031166691617,0.14026831943286824,0.06951594382067627,0.5296571124554881
2020-08-19,1.0261530616809615,0.16532834122215678,0.09317371722689138,0.1406420595817291,0.06960001570100713,0.5312558662682156
2020-08-20,1.0200855930494508,0.16276808410746216,0.09280564479553956,0.14147859848650102,0.06977394857371072,0.5331737240367865
2020-08-21,1.0199087186092937,0.16295560353713662,0.09356330037132589,0.14080538675557777,0.06922583979167404,0.5334498695442857
2020-08-24,1.0188513442856857,0.16172946998349993,0.09420357008789375,0.1405324332201844,0.06961813478837674,0.5339163919200451
2020-08-25,1.0189604361978315,0.16203103517378264,0.09435641765279539,0.14219353928101808,0.06904995087414993,0.5323690570182541
2020-08-26,1.01856651562241,0.16189432183832095,0.09332437844032088,0.1435061312143295,0.06939719658680348,0.5318779719202252
2020-08-27,1.0213898917905406,0.16339530152192552,0.09371658914576154,0.14255205621508021,0.06960493452777354,0.5307311185894591
2020-08-28,1.0223972341556067,0.1632343122273763,0.0957352638227267,0.14255081302597306,0.06977585977014544,0.5287037511537784
2020-08-31,1.0258795291193208,0.16323449853854222,0.09463708722590279,0.14442546471465023,0.07041421414724662,0.5272887353736582
2020-09-01,1.0289310856429104,0.1645661789360618,0.09496597764218845,0.14233722498005583,0.07052269537232009,0.5276079230693739
2020-09-02,1.0266534706118486,0.16319056710599833,0.09510478608943816,0.14251436528684094,0.07115617352094519,0.5280341079967773
2020-09-03,1.023412654726262,0.16084990150903433,0.09504545350433065,0.142270303772025,0.07066369922583476,0.5311706419887753
2020-09-04,1.025386444980939,0.16101560059274317,0.09387303548502016,0.14463371946506412,0.07020926764797125,0.5302683768092012
2020-09-07,1.0228871910680002,0.16132960127521273,0.09235308222010943,0.14554368017904692,0.07038081226054045,0.5303928240650906
2020-09-08,1.0255993034869726,0.1610217845445639,0.09254053812234682,0.1455751274064562,0.07019469603138526,0.5306678538952477
2020-09-09,1.0228640885945308,0.1615317846341667,0.09078615822678622,0.14471208999559743,0.06950461682851419,0.5334653503149355
2020-09-10,1.0251371303814931,0.1622829756633017,0.09065683604792828,0.14536308311546348,0.06911163877619843,0.5325854663971082
2020-09-11,1.0257096977576352,0.161836006983563,0.09125367424744629,0.14833466374810528,0.06899348230878351,0.5295821727121018
2020-09-14,1.0269893303436137,0.1615948102956594,0.09162494999546449,0.15064440984070465,0.06906647237714485,0.5270693574910268
2020-09-15,1.0311662491007771,0.16149167732549954,0.0918799360008275,0.15044827620632928,0.06926164356806003,0.5269184668992838
2020-09-16,1.0277479992445584,0.16155456174891936,0.09168295603092098,0.14817896111141848,0.06973026340282291,0.5288532577059182
2020-09-17,1.0258444338394885,0.16074575233276847,0.09133159984692106,0.14873140718426586,0.06962095503830203,0.5295702855977427
2020-09-18,1.0336288596483714,0.1602424488166139,0.09280322651807052,0.15201759401888656,0.0692545635370455,0.5256821671093835
2020-09-21,1.0328496082742957,0.16036334652275158,0.09189093037578344,0.15075427650004897,0.06851654231096468,0.5284749042904513
2020-09-22,1.0267315033216908,0.1576399964401585,0.09141439169049052,0.14985050612596273,0.06860682758742401,0.5324882781559642
2020-09-23,1.0223068418347172,0.15593850710252666,0.09206266565789556,0.1498029658997877,0.06858439726561329,0.5336114640741768
2020-09-24,1.0190866451851246,0.15467763060075373,0.0909597618226131,0.15041598806447723,0.06888121050767025,0.5350654090044856
2020-09-25,1.0197531827018722,0.1564484944134345,0.09095457696919924,0.14961981858476778,0.06899627209374676,0.5339808379388516
2020-09-28,1.0212216906001776,0.15586557688726244,0.09100442108805959,0.1506589968117538,0.06857734813856417,0.5338936570743601
2020-09-29,1.0216811656215323,0.15790243629593875,0.09116210442224734,0.1493374756539391,0.06886607136323213,0.5327319122646428
2020-09-30,1.020778159354907,0.11920290500718088,0.10053229073772606,0.14987210328468983,0.13302469796507804,0.4973680030053251
2020-10-09,1.0321263812805386,0.11780327226116155,0.10126342460960992,0.15674921809320003,0.13294533869372924,0.49123874634229936
2020-10-12,1.0385752804267507,0.11833950068605105,0.10353907440366668,0.15700571382524908,0.1342581874322388,0.4868575236527944
2020-10-13,1.0348323791511977,0.11844205311832624,0.10422869481608102,0.15483079492151328,0.13367074299657064,0.4888277141475087
2020-10-14,1.0325380385805585,0.11737080298809449,0.10398655228460126,0.154899946112742,0.13427503021700718,0.4894676683975551
2020-10-15,1.0325464848682768,0.11722157375892317,0.10374883218893222,0.154898679022561,0.13504208934459044,0.48908882568499323
2020-10-16,1.0362180654194395,0.11716081337632195,0.10310585549287202,0.15667809251270232,0.1347166884914338,0.4883385501266699
2020-10-19,1.0361568913358699,0.11725638197919068,0.1025021621395993,0.15655037823324366,0.13426535353164448,0.48942572411632185
2020-10-20,1.0352883392515628,0.11688154922066672,0.10317876141352153,0.15709295380812507,0.13391832118078645,0.4889284143769002
2020-10-21,1.0369414194157436,0.11710861198108136,0.10313220778132932,0.156705657179925,0.13477569260694833,0.4882778304507159
2020-10-22,1.0366976441610802,0.1172542899396631,0.10284189756415642,0.1567425058808952,0.13419531925534506,0.48896598735994007
2020-10-23,1.0317539001875164,0.11740065220452106,0.10222843394352508,0.15556786670188033,0.13376208186894423,0.49104096528112934
2020-10-26,1.0296764157852185,0.117102264149856,0.1017221017973314,0.1569843536197859,0.13279948364258798,0.49139179679043854
2020-10-27,1.0327573562660506,0.1177609467680984,0.10169493387892159,0.1559663738188408,0.13347851473806482,0.49109923079607426
2020-10-28,1.0326873124301108,0.11782823367574084,0.10249128877691738,0.15528982937404084,0.13333395760320174,0.4910566905700991
2020-10-29,1.0301793706064353,0.11651009706502531,0.10361131793718181,0.15415252693901013,0.13319660172703626,0.4925294563317465
2020-10-30,1.0267823549295259,0.11620969327727533,0.1021477624913309,0.15438609660494731,0.13317378866002527,0.4940826589664213
2020-11-02,1.0286293572617304,0.11698333043981134,0.10251914659485978,0.15272921391582595,0.13355152857590655,0.4942167804735966
2020-11-03,1.030890127412166,0.11729111076490231,0.10330263208430668,0.1532202598145758,0.13325864643326019,0.492927350902955
2020-11-04,1.0340979478751524,0.1174602362733094,0.10371143428014218,0.1539800978380522,0.13345887587250782,0.49138935573598835
2020-11-05,1.0378334956902595,0.11697844777984819,0.10483066942302653,0.15657095985185343,0.13206141470374821,0.4895585082415236
2020-11-06,1.0387672258650573,0.11793444254134085,0.10477568074697101,0.1564302208815909,0.13178999547998252,0.4890696603501147
2020-11-09,1.0377414401788472,0.11772645910812674,0.10678435927312262,0.15494378496133043,0.13192026713120014,0.4886251295262201
2020-11-10,1.0365626283568465,0.1148769091628561,0.10637490642567063,0.1556676353327057,0.13405976239318876,0.48902078668557886
2020-11-11,1.042804115591009,0.11395444023779565,0.10481960852346163,0.1596352093782308,0.13569130022420167,0.48589944163631027
2020-11-12,1.041633995780782,0.1138472900468607,0.10487865691615629,0.15831584859579553,0.1363006026086141,0.48665760183257345
2020-11-13,1.0400806785239076,0.1145177795458035,0.10403588589565274,0.15732425697486968,0.1381818666755854,0.4859402109080886
2020-11-16,1.0413468810409132,0.11431972776129525,0.10494671813033289,0.1565878346912278,0.13831851384644256,0.4858272055707014
2020-11-17,1.0428358797715278,0.1139509692511516,0.10462097215410861,0.15758903819672626,0.13857736465177523,0.4852616557462383
2020-11-18,1.0406566981483758,0.1134540195990416,0.10470295611985937,0.15791903668389262,0.13856268345464506,0.4853613041425615
2020-11-19,1.042083785419603,0.11274038321226607,0.10538102574807895,0.15824751548347205,0.13943850614272427,0.4841925694134587
2020-11-20,1.0452186748615064,0.1125780105729785,0.1053574570637889,0.15980954419228685,0.13977913728458216,0.4824758508863635
2020-11-23,1.048762006691013,0.11243121881501461,0.10612866557732814,0.16129938820652034,0.13870185709693042,0.4814388703042064
2020-11-24,1.0450771478573653,0.11001500830886886,0.10587878847825521,0.16105334460860965,0.14010164539395634,0.48295121321031004
2020-11-25,1.042639715655909,0.10906815872836695,0.10491432828616036,0.16074928297113486,0.1410377452877484,0.4842304847265894
2020-11-26,1.0417604721237277,0.10927777820782618,0.10513982751336289,0.16074872727511036,0.14024314471064284,0.4845905222930576
2020-11-27,1.0439888758257747,0.10910318142585747,0.10630152279362369,0.15972592288396736,0.1414632710447996,0.48340610185175203
2020-11-30,1.0417383534732223,0.10663480289074019,0.10604204774790237,0.16088837099077155,0.14131205385598267,0.4851227245146031
2020-12-01,1.0427566666978878,0.1072647544731455,0.10810808048195544,0.15760100945760255,0.14269532645988092,0.4843308291274157
2020-12-02,1.0429458611335942,0.1088306359492718,0.10787350393985173,0.15512310779319047,0.1441904371450696,0.4839823151726163
2020-12-03,1.041616683595585,0.11017473148852255,0.10797202378423884,0.15450357675388784,0.14285149740405237,0.48449817056929834
2020-12-04,1.0475706939468572,0.10972390962769558,0.10757236640239877,0.15470921200314336,0.14461385964196738,0.48338065232479493
2020-12-07,1.0470477153110669,0.10951552626612923,0.10676960385015308,0.15424432672783414,0.1465041363939012,0.4829664067619825
2020-12-08,1.0493035837170304,0.1108849963218576,0.106229280550704,0.15283073367188188,0.14664270539191937,0.48341228406363707
2020-12-09,1.0491320107663844,0.11026105947839537,0.10508102879529158,0.15299099785952272,0.14863232305862098,0.4830345908081694
2020-12-10,1.0522310511745463,0.10883055263553054,0.104577844653559,0.15510297833540695,0.15000365915315805,0.48148496522234535
2020-12-11,1.0507473814739758,0.1089550827005671,0.10363926652103454,0.15275579653442325,0.1532348727346193,0.4814149815093558
2020-12-14,1.0507016892931638,0.10898896229683276,0.10449728765014078,0.15357285029123288,0.15218469832288334,0.48075620143891024
2020-12-15,1.0531941570856458,0.10957413282269922,0.1045402686255464,0.15280516145984796,0.153330736966967,0.4797497001249392
2020-12-16,1.0554914573169545,0.11003186292039474,0.10450583465735008,0.15448941072357164,0.15224555047779975,0.47872734122088384
2020-12-17,1.0583700699609193,0.11028226777951268,0.10558887654040758,0.15406922199782286,0.1530305286128062,0.4770291050694506
2020-12-18,1.0627539517562075,0.11057643593513766,0.1045971564328775,0.1555702707137189,0.15419045113752597,0.47506568578074004
2020-12-21,1.0704376726426386,0.11095547587488057,0.10470316442890913,0.15922638415583504,0.15352823472907584,0.4715867408112994
2020-12-22,1.0654633857216975,0.10992165421422528,0.10371903232486884,0.16130172944210883,0.15037399228549161,0.47468359173330554
2020-12-23,1.0654035788124459,0.10972664961168649,0.10450919972244957,0.161577193409705,0.1491912856083173,0.4749956716478415
2020-12-24,1.0663246958844046,0.11003386772518835,0.10441892214713631,0.16037290275385785,0.15055005937418103,0.4746242479996364
2020-12-25,1.0689049257380239,0.1103698053267694,0.10496770884140649,0.160118546846852,0.15048345810461727,0.47406048088035485
2020-12-28,1.0662980264873534,0.11078321482420964,0.10549193574726998,0.16037691387318243,0.14802475858528452,0.4753231769700533
2020-12-29,1.0627016667923512,0.11055306393007767,0.10554207394606958,0.15971776655235084,0.14643589022733008,0.4777512053441719
2020-12-30,1.0696058565331148,0.1096963239518441,0.10608034464276199,0.1630652877973449,0.1462322050677495,0.4749258385402994
2020-12-31,1.0792127030698404,0.09641705000330744,0.09201544144154983,0.09156776160198067,0.1359545766500283,0.5840451703031337
2021-01-04,1.0825545479449712,0.09741764685622314,0.09249096972674585,0.09171602084488872,0.1364874394119475,0.5818879231601949
2021-01-05,1.0862078489057936,0.09753787487041546,0.09377447475144213,0.09155070726969923,0.1362996269447879,0.5808373161636554
2021-01-06,1.0892397179527937,0.09753932223081235,0.09430049819991435,0.092081065755378,0.13564975260952702,0.5804293612043682
2021-01-07,1.0923484768772147,0.09656894849165898,0.09590604019465145,0.09153429840418206,0.13728658832704166,0.5787041245824659
2021-01-08,1.0900657262867348,0.09615132616876562,0.0956574833278155,0.09208261697778053,0.13608752878900437,0.580021044736634
2021-01-11,1.0881490533253575,0.09381207778272146,0.09481304947831652,0.09445983063152116,0.13605647511057772,0.580858566996863
2021-01-12,1.0930904078801715,0.09408030930093524,0.09694532394963636,0.09431733842331284,0.1361152648598236,0.5785417634662922
2021-01-13,1.0989382241805372,0.093382925678288,0.09607919830790808,0.09798973647562481,0.13579310153854068,0.5767550379996383
2021-01-14,1.0946855388179113,0.09312846867316557,0.09480628679822503,0.09730502804865834,0.13497492479193599,0.5797852916880152
2021-01-15,1.095648016958397,0.09336733987554748,0.09445154531230662,0.09679377085081026,0.1352597143018275,0.580127629659508
2021-01-18,1.092789558109701,0.09336424253343592,0.09564319105045134,0.09533938755486338,0.13534390984427447,0.580309269016975
2021-01-19,1.089125001009061,0.09377764519547212,0.09476021655725451,0.09544600951585623,0.13431145786688883,0.5817046708645283
